"response_id","place_stayed","nights"
"GEN24_1001281","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001281","Tauranga City",2
"GEN24_1001282","Christchurch City",5
"GEN24_1001297","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",9
"GEN24_1001313","Auckland District",1
"GEN24_1001313","Mackenzie District",1
"GEN24_1001313","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001313","Rotorua District",3
"GEN24_1001315","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001315","Southland District (Fiordland)",2
"GEN24_1001316","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001316","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1001317","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1001325","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001332","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1001336","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1001338","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",8
"GEN24_1001350","Christchurch City",11
"GEN24_1001350","Nelson City",3
"GEN24_1001355","Auckland District",2
"GEN24_1001362","Auckland District",7
"GEN24_1001367","New Plymouth District",2
"GEN24_1001367","South Taranaki District",2
"GEN24_1001370","Napier City",2
"GEN24_1001370","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001370","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001370","Rotorua District",14
"GEN24_1001370","Southland District (Fiordland)",2
"GEN24_1001370","Wellington City",3
"GEN24_1001385","Porirua City",28
"GEN24_1001385","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001385","Southland District (Fiordland)",2
"GEN24_1001385","Taupo District",2
"GEN24_1001386","Auckland District",2
"GEN24_1001386","New Plymouth District",14
"GEN24_1001386","Rotorua District",3
"GEN24_1001386","Taupo District",1
"GEN24_1001386","Wellington City",2
"GEN24_1001388","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1001403","Thames-Coromandel District",7
"GEN24_1001406","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001407","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10
"GEN24_1001411","Dunedin City",1
"GEN24_1001411","Invercargill City",1
"GEN24_1001411","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1001411","Southland District (Fiordland)",2
"GEN24_1001412","Dunedin City",1
"GEN24_1001412","Invercargill City",1
"GEN24_1001412","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1001412","Southland District (Fiordland)",2
"GEN24_1001417","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10
"GEN24_1001417","Wellington City",4
"GEN24_1001423","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001423","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1001428","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1001429","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",8
"GEN24_1001431","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001432","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1001434","Auckland District",11
"GEN24_1001440","Auckland District",1
"GEN24_1001440","Whanganui District",1
"GEN24_1001446","Auckland District",1
"GEN24_1001447","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",14
"GEN24_1001450","Auckland District",7
"GEN24_1001450","Christchurch City",3
"GEN24_1001458","Christchurch City",6
"GEN24_1001461","Auckland District",4
"GEN24_1001465","Auckland District",2
"GEN24_1001465","South Wairarapa District",10
"GEN24_1001465","Wellington City",3
"GEN24_1001478","Auckland District",1
"GEN24_1001478","Kaikoura District",1
"GEN24_1001478","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1001478","Rotorua District",1
"GEN24_1001478","Wellington City",1
"GEN24_1001481","Auckland District",16
"GEN24_1001481","Taupo District",3
"GEN24_1001485","Auckland District",3
"GEN24_1001485","Nelson City",6
"GEN24_1001485","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",6
"GEN24_1001485","Waimakariri District",5
"GEN24_1001488","Christchurch City",4
"GEN24_1001488","Dunedin City",58.059999999999945
"GEN24_1001491","Other",6
"GEN24_1001493","Christchurch City",7
"GEN24_1001496","Auckland District",33
"GEN24_1001496","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001496","Wellington City",1
"GEN24_1001507","Christchurch City",70
"GEN24_1001507","Dunedin City",2
"GEN24_1001507","Hurunui District",1
"GEN24_1001507","Kaikoura District",1
"GEN24_1001507","Mackenzie District",3
"GEN24_1001507","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001511","Stratford District",2
"GEN24_1001511","Tauranga City",3
"GEN24_1001514","Other",3
"GEN24_1001514","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",12
"GEN24_1001514","Rotorua District",2
"GEN24_1001514","Taupo District",2
"GEN24_1001514","Thames-Coromandel District",2
"GEN24_1001515","Auckland District",5
"GEN24_1001515","Taupo District",2
"GEN24_1001519","Auckland District",2
"GEN24_1001519","Christchurch City",3
"GEN24_1001519","Rotorua District",1
"GEN24_1001519","Wellington City",2
"GEN24_1001520","Auckland District",3
"GEN24_1001520","Christchurch City",3
"GEN24_1001520","Rotorua District",1
"GEN24_1001520","Wellington City",2
"GEN24_1001524","Auckland District",6
"GEN24_1001524","Tasman District",3
"GEN24_1001526","Auckland District",4
"GEN24_1001527","Auckland District",4
"GEN24_1001527","Far North District",3
"GEN24_1001527","Napier City",2
"GEN24_1001527","New Plymouth District",2
"GEN24_1001527","Palmerston North City",2
"GEN24_1001527","Rotorua District",2
"GEN24_1001527","Taupo District",2
"GEN24_1001527","Tauranga City",5
"GEN24_1001527","Waipa District",1
"GEN24_1001527","Whanganui District",2
"GEN24_1001527","Whangarei District",2
"GEN24_1001534","Tauranga City",2
"GEN24_1001534","Waipa District",1
"GEN24_1001540","Christchurch City",6
"GEN24_1001540","Dunedin City",2
"GEN24_1001540","Grey District",2
"GEN24_1001540","Mackenzie District",2
"GEN24_1001540","Marlborough District",1
"GEN24_1001540","Other",25
"GEN24_1001542","Auckland District",6
"GEN24_1001543","Auckland District",55
"GEN24_1001547","Auckland District",4
"GEN24_1001547","Taupo District",4
"GEN24_1001547","Waikato District",4
"GEN24_1001547","Wellington City",20
"GEN24_1001548","Auckland District",7
"GEN24_1001552","Christchurch City",3
"GEN24_1001557","Ashburton District",2
"GEN24_1001557","Christchurch City",8
"GEN24_1001557","Mackenzie District",1
"GEN24_1001558","Christchurch City",4
"GEN24_1001560","Waimate District",8
"GEN24_1001562","Christchurch City",8
"GEN24_1001566","Kaikoura District",1
"GEN24_1001566","Mackenzie District",1
"GEN24_1001566","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1001566","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001566","Southland District (Fiordland)",2
"GEN24_1001566","Westland District",2
"GEN24_1001568","Whakatane District",60
"GEN24_1001569","Mackenzie District",3
"GEN24_1001569","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001569","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001569","Southland District (Fiordland)",2
"GEN24_1001571","Christchurch City",3
"GEN24_1001572","Nelson City",30
"GEN24_1001579","Christchurch City",1
"GEN24_1001579","Mackenzie District",1
"GEN24_1001579","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001579","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001579","Westland District",2
"GEN24_1001587","Christchurch City",5
"GEN24_1001592","Christchurch City",7
"GEN24_1001595","Marlborough District",3
"GEN24_1001595","Timaru District",4
"GEN24_1001600","Nelson City",3
"GEN24_1001610","Christchurch City",2
"GEN24_1001610","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1001610","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",6
"GEN24_1001612","Christchurch City",2
"GEN24_1001613","Christchurch City",1
"GEN24_1001613","Timaru District",7
"GEN24_1001613","Westland District",8
"GEN24_1001615","Christchurch City",5
"GEN24_1001622","Christchurch City",3
"GEN24_1001622","Mackenzie District",1
"GEN24_1001622","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1001622","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001623","Ashburton District",7
"GEN24_1001624","Christchurch City",1
"GEN24_1001624","Mackenzie District",2
"GEN24_1001624","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001624","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001624","Southland District (Fiordland)",2
"GEN24_1001624","Westland District",1
"GEN24_1001637","Christchurch City",7
"GEN24_1001637","Dunedin City",3
"GEN24_1001637","Hurunui District",2
"GEN24_1001637","Southland District (Central and Eastern)",14
"GEN24_1001641","Christchurch City",2
"GEN24_1001641","Mackenzie District",1
"GEN24_1001641","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001646","Auckland District",2
"GEN24_1001651","Hastings District",10
"GEN24_1001651","Wellington City",20
"GEN24_1001659","Christchurch City",2
"GEN24_1001665","Other",7
"GEN24_1001666","Christchurch City",6
"GEN24_1001667","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1001669","Auckland District",9
"GEN24_1001670","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1001670","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1001671","Auckland District",10
"GEN24_1001671","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1001671","Tauranga City",1
"GEN24_1001675","Auckland District",4
"GEN24_1001675","Christchurch City",1
"GEN24_1001675","Hutt City",3
"GEN24_1001675","Kapiti Coast District",19
"GEN24_1001675","Nelson City",3
"GEN24_1001675","South Wairarapa District",3
"GEN24_1001675","Tasman District",2
"GEN24_1001675","Taupo District",1
"GEN24_1001681","Auckland District",71.10999999999967
"GEN24_1001683","Auckland District",18
"GEN24_1001683","Christchurch City",3
"GEN24_1001683","Dunedin City",1
"GEN24_1001683","Kaikoura District",1
"GEN24_1001683","Mackenzie District",1
"GEN24_1001683","Napier City",1
"GEN24_1001683","Rotorua District",1
"GEN24_1001683","Taupo District",1
"GEN24_1001683","Timaru District",1
"GEN24_1001683","Waimate District",1
"GEN24_1001683","Waitaki District",1
"GEN24_1001683","Wellington City",2
"GEN24_1001688","Auckland District",20
"GEN24_1001692","Christchurch City",3
"GEN24_1001693","Christchurch City",2
"GEN24_1001693","Dunedin City",4
"GEN24_1001696","Auckland District",2
"GEN24_1001696","Christchurch City",1
"GEN24_1001696","Marlborough District",2
"GEN24_1001696","Rotorua District",2
"GEN24_1001696","Wellington City",2
"GEN24_1001697","Christchurch City",3
"GEN24_1001697","Mackenzie District",1
"GEN24_1001697","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001697","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1001697","Southland District (Fiordland)",2
"GEN24_1001700","Christchurch City",4
"GEN24_1001700","Mackenzie District",3
"GEN24_1001700","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",5
"GEN24_1001700","Timaru District",7
"GEN24_1001701","Auckland District",2
"GEN24_1001701","Buller District",1
"GEN24_1001701","Grey District",1
"GEN24_1001701","Masterton District",1
"GEN24_1001701","New Plymouth District",1
"GEN24_1001701","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1001701","Rotorua District",2
"GEN24_1001701","Ruapehu District",3
"GEN24_1001701","South Wairarapa District",1
"GEN24_1001701","Tauranga City",1
"GEN24_1001701","Thames-Coromandel District",1
"GEN24_1001701","Waipa District",1
"GEN24_1001701","Wellington City",1
"GEN24_1001701","Westland District",1
"GEN24_1001701","Whanganui District",1
"GEN24_1001702","Christchurch City",70
"GEN24_1001702","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001705","Dunedin City",10
"GEN24_1001705","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1001711","Auckland District",4
"GEN24_1001711","New Plymouth District",2
"GEN24_1001711","Palmerston North City",1
"GEN24_1001711","Stratford District",1
"GEN24_1001711","Taupo District",2
"GEN24_1001711","Tauranga City",1
"GEN24_1001711","Waipa District",1
"GEN24_1001717","Christchurch City",1
"GEN24_1001717","Mackenzie District",3
"GEN24_1001717","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1001717","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1001717","Westland District",2
"GEN24_1001718","Hurunui District",1
"GEN24_1001718","Tasman District",5
"GEN24_1001727","Auckland District",5
"GEN24_1001727","Christchurch City",58
"GEN24_1001727","Grey District",3
"GEN24_1001728","Christchurch City",62
"GEN24_1001733","Auckland District",30
"GEN24_1001738","Auckland District",4
"GEN24_1001740","Christchurch City",2
"GEN24_1001740","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",7
"GEN24_1001742","Christchurch City",4
"GEN24_1001742","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001746","Thames-Coromandel District",10
"GEN24_1001747","Christchurch City",10
"GEN24_1001747","Mackenzie District",3
"GEN24_1001747","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001747","Westland District",2
"GEN24_1001749","Christchurch City",7
"GEN24_1001755","Christchurch City",2
"GEN24_1001755","Dunedin City",1
"GEN24_1001755","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001757","Auckland District",4
"GEN24_1001757","Rotorua District",4
"GEN24_1001757","Taupo District",3
"GEN24_1001757","Thames-Coromandel District",3
"GEN24_1001757","Waipa District",3
"GEN24_1001758","Auckland District",45
"GEN24_1001762","Palmerston North City",3
"GEN24_1001763","Auckland District",2
"GEN24_1001764","Auckland District",4
"GEN24_1001765","Rotorua District",14.779999999999973
"GEN24_1001766","Auckland District",1
"GEN24_1001766","Hastings District",16
"GEN24_1001771","Tasman District",15
"GEN24_1001773","Clutha District",12
"GEN24_1001773","Timaru District",2
"GEN24_1001775","Christchurch City",15
"GEN24_1001779","Christchurch City",4
"GEN24_1001782","Christchurch City",1
"GEN24_1001785","Christchurch City",8
"GEN24_1001790","Mackenzie District",8
"GEN24_1001791","Waimakariri District",9
"GEN24_1001793","Christchurch City",6
"GEN24_1001793","Other",4
"GEN24_1001794","Auckland District",1
"GEN24_1001794","Christchurch City",10
"GEN24_1001796","Christchurch City",4
"GEN24_1001796","Hurunui District",1
"GEN24_1001797","Christchurch City",3
"GEN24_1001797","Grey District",1
"GEN24_1001797","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1001797","Westland District",3
"GEN24_1001798","Christchurch City",35
"GEN24_1001803","Christchurch City",5
"GEN24_1001805","Christchurch City",4
"GEN24_1001805","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001806","Hurunui District",3
"GEN24_1001806","Nelson City",4
"GEN24_1001809","Christchurch City",2
"GEN24_1001809","Masterton District",3
"GEN24_1001809","Tararua District",4
"GEN24_1001809","Waimakariri District",2
"GEN24_1001809","Wellington City",1
"GEN24_1001810","Christchurch City",2
"GEN24_1001810","Mackenzie District",3
"GEN24_1001810","Nelson City",6
"GEN24_1001810","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10
"GEN24_1001810","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1001811","Christchurch City",4
"GEN24_1001811","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1001811","Wellington City",3
"GEN24_1001813","Christchurch City",1
"GEN24_1001813","Marlborough District",8
"GEN24_1001818","Christchurch City",2
"GEN24_1001818","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1001818","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1001819","Christchurch City",9
"GEN24_1001822","Dunedin City",2
"GEN24_1001822","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1001822","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1001826","Auckland District",7
"GEN24_1001835","Auckland District",2
"GEN24_1001841","Christchurch City",4
"GEN24_1001841","Dunedin City",1
"GEN24_1001841","Far North District",2
"GEN24_1001841","Grey District",1
"GEN24_1001841","Horowhenua District",1
"GEN24_1001841","Hutt City",1
"GEN24_1001841","Mackenzie District",5
"GEN24_1001841","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1001841","Rotorua District",1
"GEN24_1001841","South Taranaki District",1
"GEN24_1001841","Southland District (Fiordland)",1
"GEN24_1001841","Tasman District",2
"GEN24_1001841","Taupo District",4
"GEN24_1001841","Thames-Coromandel District",1
"GEN24_1001841","Wellington City",1
"GEN24_1001841","Westland District",2
"GEN24_1001843","Christchurch City",2
"GEN24_1001843","Dunedin City",2
"GEN24_1001844","Christchurch City",1
"GEN24_1001844","Westland District",4
"GEN24_1001848","Christchurch City",2
"GEN24_1001851","Christchurch City",6
"GEN24_1001852","Christchurch City",5
"GEN24_1001853","Christchurch City",1
